ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.port
1,0,,,,127,6,0,1,1,0,60,0,20,0.080231000,,,,,0.336523000,0.000012000,0.080231000,0.080231000,10778
1,0,,,,127,6,0,1,1,0,61,0,20,0.080232000,,,,,0.336535000,0.000012000,0.080232000,0.080232000,32775
1,0,,,,127,6,0,1,1,0,62,0,20,0.080227000,,,,,0.336547000,0.000012000,0.080227000,0.080227000,49
1,0,,,,127,6,0,1,1,0,59,0,20,0.080280000,,,,,0.336561000,0.000014000,0.080280000,0.080280000,5802
1,0,,,,127,6,0,1,1,0,66,0,20,0.080205000,,,,,0.336574000,0.000013000,0.080205000,0.080205000,5009
1,0,,,,127,6,0,1,1,0,67,0,20,0.080206000,,,,,0.336588000,0.000014000,0.080206000,0.080206000,9666
1,0,,,,127,6,0,1,1,0,63,0,20,0.080269000,,,,,0.336600000,0.000012000,0.080269000,0.080269000,255
1,0,,,,127,6,0,1,1,0,64,0,20,0.080270000,,,,,0.336612000,0.000012000,0.080270000,0.080270000,5678
1,0,,,,64,6,64240,0,0,0,110,0,2,,,,,,0.336702000,0.000090000,0.000000000,0.000000000,49608
1,0,,,,64,6,64240,0,0,0,111,0,2,,,,,,0.336730000,0.000028000,0.000000000,0.000000000,38798
1,0,,,,64,6,64240,0,0,0,112,0,2,,,,,,0.336749000,0.000019000,0.000000000,0.000000000,54140
1,0,,,,64,6,64240,0,0,0,113,0,2,,,,,,0.336767000,0.000018000,0.000000000,0.000000000,33442
1,0,,,,64,6,64240,0,0,0,114,0,2,,,,,,0.336787000,0.000020000,0.000000000,0.000000000,46942
1,0,,,,64,6,64240,0,0,0,115,0,2,,,,,,0.336807000,0.000020000,0.000000000,0.000000000,33896
1,0,,,,64,6,64240,0,0,0,116,0,2,,,,,,0.336827000,0.000020000,0.000000000,0.000000000,42204
1,0,,,,64,6,64240,0,0,0,117,0,2,,,,,,0.336845000,0.000018000,0.000000000,0.000000000,55240
1,0,,,,64,6,64240,0,0,0,118,0,2,,,,,,0.336864000,0.000019000,0.000000000,0.000000000,36342
1,0,,,,64,6,64240,0,0,0,119,0,2,,,,,,0.336883000,0.000019000,0.000000000,0.000000000,45558
1,0,,,,64,6,64240,0,0,0,120,0,2,,,,,,0.336902000,0.000019000,0.000000000,0.000000000,40030
